,mz,ISP2_2_MR1_1|D1|9b176338-f1f4-4b97-ab07-483c98d3b21e,ISP2_2_MR1_2|D2|dd613e71-0682-4482-a1f3-7eef4a1e2a89,ISP2_2_MR1_3|D3|6ce3ad15-4880-4e70-a1f9-3cd79bfadc84,ISP2_2_MR1_4|D4|c5ab95ee-1ae7-4c8d-9d24-a8fc6285f581,ISP2_2_MR1_5|D5|7bc3e656-d008-4e41-9aa9-7bc45307b012
4764,427.1971,1144.0,998.0,887.0,496.0,625.0
4765,427.2004,1144.0,833.0,887.0,594.0,623.0
4766,427.2037,908.0,833.0,887.0,594.0,623.0
4767,427.2069,908.0,833.0,626.0,594.0,623.0
4768,427.2102,1816.0,1550.0,1252.0,1191.0,988.0
4769,427.2135,908.0,775.0,626.0,597.0,494.0
4770,427.2167,1816.0,1550.0,1252.0,1194.0,988.0
4771,427.2331,1698.0,1158.0,1228.0,642.0,918.0
4772,427.2396,849.0,579.0,614.0,321.0,459.0
4773,427.2429,1698.0,1158.0,1086.0,642.0,918.0
4774,427.2494,849.0,593.0,543.0,321.0,459.0
4775,427.2527,849.0,593.0,543.0,321.0,459.0
4776,427.2592,849.0,593.0,391.0,321.0,334.0
4777,427.2625,718.0,593.0,391.0,490.0,334.0
4778,427.2755,718.0,691.0,771.0,490.0,468.0
4779,427.2788,1436.0,1382.0,1542.0,980.0,936.0
4780,427.2853,1436.0,1382.0,1181.0,980.0,936.0
4781,427.2919,592.0,691.0,410.0,490.0,468.0
4782,427.2951,592.0,691.0,410.0,490.0,468.0
4783,427.367,1081.0,1288.0,443.0,364.0,697.0
4784,427.3964,5405.0,6440.0,2215.0,6615.0,3485.0
4785,428.1351,0.0,572.0,249.0,333.0,0.0
4786,428.1645,655.0,572.0,237.0,333.0,294.0
4787,428.1809,655.0,572.0,410.0,333.0,294.0
4788,428.1841,1310.0,1144.0,820.0,666.0,588.0
4789,428.1939,1310.0,1670.0,996.0,666.0,588.0
4790,428.1972,655.0,835.0,498.0,333.0,294.0
4791,428.2005,655.0,835.0,498.0,522.0,294.0
4792,428.207,610.0,747.0,498.0,522.0,294.0
4793,428.2103,1220.0,1494.0,1308.0,1044.0,982.0
4794,428.2136,610.0,701.0,654.0,522.0,491.0
4795,428.2201,2790.0,2103.0,2325.0,1689.0,1473.0
4796,428.2234,1860.0,1402.0,1550.0,1126.0,982.0
4797,428.2332,1872.0,1746.0,1683.0,1140.0,954.0
4798,428.2365,936.0,904.0,908.0,570.0,477.0
4799,428.2397,1872.0,1808.0,1816.0,1140.0,954.0
4800,428.243,1872.0,1808.0,1816.0,914.0,910.0
4801,428.2495,936.0,904.0,908.0,457.0,455.0
4802,428.2659,2120.0,1788.0,1016.0,912.0,1182.0
4803,428.2692,2120.0,1694.0,1016.0,912.0,1182.0
4804,428.2724,2120.0,1694.0,1016.0,912.0,1182.0
4805,428.279,1404.0,1694.0,1046.0,912.0,1004.0
4806,428.2822,702.0,847.0,523.0,307.0,502.0
4807,428.2888,702.0,395.0,523.0,307.0,502.0
4808,428.3019,1404.0,790.0,602.0,724.0,616.0
4809,428.3051,1404.0,790.0,602.0,724.0,616.0
4810,428.3934,444.0,475.0,0.0,257.0,249.0
4811,428.3967,888.0,950.0,0.0,526.0,498.0
4812,428.4,888.0,950.0,0.0,538.0,498.0
4813,429.002,1014.0,1036.0,922.0,770.0,0.0
4814,429.0053,1014.0,1036.0,922.0,770.0,0.0
4815,429.1624,639.0,413.0,343.0,316.0,344.0
4816,429.1722,639.0,413.0,343.0,575.0,344.0
4817,429.1723,1278.0,826.0,686.0,1150.0,688.0
4818,429.1755,639.0,413.0,343.0,575.0,344.0
4819,429.1788,639.0,413.0,379.0,575.0,344.0
4820,429.1821,467.0,413.0,379.0,575.0,316.0
4821,429.1886,934.0,970.0,672.0,748.0,632.0
4822,429.1952,934.0,970.0,672.0,748.0,632.0
4823,429.2017,1918.0,970.0,672.0,748.0,710.0
4824,429.2115,1918.0,1514.0,1264.0,1114.0,1038.0
4825,429.2148,1918.0,1514.0,1264.0,1114.0,1038.0
4826,429.2181,929.0,757.0,670.0,557.0,417.0
4827,429.2214,2787.0,2271.0,2010.0,1671.0,1251.0
4828,429.2312,1858.0,1760.0,1092.0,1012.0,536.0
4829,429.2345,1402.0,1760.0,1092.0,972.0,536.0
4830,429.2377,701.0,699.0,546.0,466.0,268.0
4831,429.241,701.0,699.0,546.0,466.0,268.0
4832,429.2443,701.0,699.0,546.0,466.0,268.0
4833,429.2541,1710.0,1742.0,1514.0,1274.0,1424.0
4834,429.2574,2565.0,2613.0,2271.0,1911.0,2136.0
4835,429.2639,855.0,697.0,735.0,637.0,712.0
4836,429.2672,603.0,697.0,735.0,637.0,712.0
4837,429.2737,1206.0,1394.0,804.0,1274.0,1424.0
4838,429.2836,920.0,834.0,524.0,534.0,1424.0
4839,429.2901,898.0,834.0,524.0,534.0,1424.0
4840,429.2934,449.0,417.0,262.0,267.0,712.0
4841,429.3032,449.0,417.0,306.0,267.0,712.0
4842,429.3425,7800.0,11404.0,4407.0,280.0,4478.0
4843,429.3752,7800.0,11404.0,4407.0,5328.0,4478.0
4844,429.3753,31200.0,45616.0,17628.0,21312.0,17912.0
4845,429.4047,7800.0,11404.0,4407.0,287.0,4478.0
4846,430.1582,438.0,403.0,298.0,258.0,450.0
4847,430.1615,438.0,403.0,298.0,258.0,450.0
4848,430.1681,438.0,403.0,298.0,254.0,450.0
4849,430.1713,438.0,403.0,460.0,254.0,450.0
4850,430.1779,438.0,469.0,460.0,254.0,450.0
4851,430.1812,438.0,469.0,460.0,266.0,450.0
4852,430.1877,876.0,938.0,920.0,532.0,900.0
4853,430.191,438.0,469.0,460.0,266.0,450.0
4854,430.2008,1584.0,1620.0,1004.0,670.0,730.0
4855,430.2041,792.0,810.0,502.0,335.0,365.0
4856,430.2074,1584.0,1620.0,1004.0,670.0,862.0
4857,430.2107,577.0,810.0,502.0,335.0,431.0
4858,430.2172,1731.0,2244.0,1614.0,1224.0,1293.0
4859,430.2238,582.0,748.0,538.0,408.0,457.0
4860,430.2271,1164.0,1560.0,1076.0,816.0,914.0
4861,430.2336,525.0,780.0,496.0,408.0,347.0
4862,430.2369,1050.0,1560.0,992.0,1490.0,694.0
4863,430.2435,525.0,834.0,496.0,745.0,347.0
4864,430.2467,971.0,834.0,496.0,745.0,485.0
4865,430.25,1942.0,1668.0,1047.0,1490.0,970.0
4866,430.2533,971.0,800.0,551.0,745.0,485.0
4867,430.2566,2913.0,2400.0,1653.0,2235.0,1314.0
4868,430.2631,971.0,800.0,500.0,745.0,438.0
4869,430.2762,2987.0,2302.0,374.0,1481.0,438.0
4870,430.2959,14935.0,11510.0,6860.0,7405.0,7090.0
4871,430.3779,11012.0,11328.0,5212.0,7708.0,6836.0
4872,430.3811,2753.0,2832.0,1303.0,1927.0,1709.0
4873,430.391,1729.0,2503.0,1303.0,1741.0,653.0
4874,430.3943,5187.0,7509.0,3909.0,5223.0,1959.0
4875,431.165,493.0,800.0,466.0,292.0,310.0
4876,431.1749,493.0,800.0,466.0,337.0,310.0
4877,431.1814,986.0,1600.0,932.0,674.0,620.0
4878,431.1847,493.0,800.0,451.0,337.0,310.0
4879,431.188,1688.0,1600.0,902.0,674.0,770.0
4880,431.1946,1688.0,1600.0,910.0,674.0,770.0
4881,431.1979,844.0,806.0,496.0,388.0,385.0
4882,431.2011,1688.0,1612.0,992.0,776.0,868.0
4883,431.2077,1413.0,2418.0,1530.0,1164.0,1302.0
4884,431.2143,471.0,987.0,600.0,426.0,434.0
4885,431.2208,1413.0,2961.0,1800.0,1278.0,1923.0
4886,431.2241,471.0,987.0,600.0,426.0,641.0
4887,431.2339,1996.0,1650.0,1408.0,1162.0,1122.0
4888,431.2405,3328.0,3300.0,2816.0,2608.0,2244.0
4889,431.2471,832.0,825.0,417.0,723.0,561.0
4890,431.2536,832.0,433.0,417.0,723.0,396.0
4891,431.2602,1664.0,866.0,834.0,1446.0,792.0
4892,431.2799,4520.0,4440.0,2356.0,2828.0,2640.0
4893,431.2832,1130.0,1110.0,589.0,707.0,660.0
4894,431.293,812.0,544.0,485.0,707.0,516.0
4895,431.2963,812.0,544.0,485.0,497.0,516.0
4896,431.2996,1624.0,1088.0,970.0,994.0,1032.0
4897,431.3061,812.0,544.0,361.0,497.0,516.0
4898,431.3127,912.0,592.0,361.0,474.0,529.0
4899,431.316,2736.0,1776.0,1083.0,1414.0,1587.0
4900,431.3193,1824.0,1184.0,722.0,940.0,1058.0
4901,431.3784,980.0,986.0,938.0,844.0,638.0
4902,431.3816,490.0,493.0,469.0,422.0,319.0
4903,431.3849,980.0,986.0,938.0,844.0,638.0
4904,431.3948,490.0,735.0,469.0,683.0,239.0
4905,431.398,980.0,1470.0,938.0,1366.0,478.0
4906,432.1434,0.0,525.0,255.0,256.0,320.0
4907,432.173,679.0,525.0,255.0,487.0,320.0
4908,432.1829,679.0,525.0,386.0,487.0,320.0
4909,432.1862,679.0,525.0,386.0,487.0,320.0
4910,432.1894,679.0,525.0,386.0,487.0,362.0
4911,432.1927,679.0,525.0,386.0,487.0,362.0
4912,432.196,679.0,525.0,416.0,487.0,362.0
4913,432.1993,679.0,525.0,416.0,487.0,290.0
4914,432.2026,1358.0,992.0,832.0,974.0,580.0
4915,432.2092,784.0,496.0,416.0,487.0,270.0
4916,432.2157,784.0,496.0,581.0,620.0,270.0
4917,432.219,784.0,496.0,581.0,620.0,270.0
4918,432.2256,2460.0,2688.0,1743.0,1860.0,1497.0
4919,432.2289,1640.0,1792.0,1162.0,1240.0,998.0
4920,432.2354,820.0,736.0,604.0,383.0,499.0
4921,432.2387,820.0,736.0,604.0,383.0,499.0
4922,432.242,820.0,736.0,604.0,383.0,499.0
4923,432.2486,2383.0,736.0,547.0,479.0,1237.0
4924,432.2519,2383.0,736.0,547.0,479.0,1237.0
4925,432.265,9532.0,7104.0,4920.0,4564.0,4948.0
4926,432.2683,2383.0,1776.0,1230.0,1141.0,1237.0
4927,432.2749,2383.0,1776.0,1028.0,1141.0,1237.0
4928,432.2913,2383.0,428.0,1028.0,1141.0,230.0
4929,432.3011,2383.0,428.0,1028.0,1141.0,230.0
4930,433.0013,0.0,0.0,0.0,489.0,0.0
4931,433.1657,471.0,399.0,457.0,392.0,277.0
4932,433.169,942.0,798.0,914.0,784.0,554.0
4933,433.1789,560.0,399.0,457.0,287.0,277.0
4934,433.1822,560.0,656.0,457.0,287.0,277.0
4935,433.1855,560.0,656.0,457.0,287.0,277.0
4936,433.192,716.0,656.0,455.0,287.0,277.0
4937,433.1953,1432.0,1312.0,910.0,574.0,554.0
4938,433.1986,716.0,656.0,455.0,635.0,428.0
4939,433.2019,716.0,656.0,455.0,635.0,428.0
4940,433.2118,1432.0,1964.0,1154.0,1270.0,990.0
4941,433.2151,2376.0,1964.0,1154.0,1270.0,990.0
4942,433.2216,1188.0,1073.0,585.0,609.0,588.0
4943,433.2249,1188.0,1073.0,585.0,609.0,588.0
4944,433.2282,2376.0,2146.0,1170.0,1178.0,1176.0
4945,433.2315,2376.0,2146.0,1170.0,1178.0,1176.0
4946,433.2381,915.0,1073.0,585.0,589.0,344.0
4947,433.2447,775.0,710.0,713.0,409.0,344.0
4948,433.248,1555.0,1420.0,1426.0,818.0,688.0
4949,433.2512,780.0,710.0,713.0,385.0,344.0
4950,433.2545,2340.0,2130.0,2139.0,1155.0,1032.0
4951,433.2644,2680.0,3036.0,2712.0,1756.0,2672.0
4952,433.2677,670.0,759.0,678.0,439.0,668.0
4953,433.2776,628.0,449.0,343.0,405.0,668.0
4954,433.2841,628.0,449.0,343.0,405.0,244.0
4955,433.2874,1256.0,898.0,686.0,656.0,488.0
4956,433.2907,628.0,449.0,343.0,251.0,244.0
4957,433.2973,628.0,449.0,343.0,251.0,244.0
4958,433.4585,0.0,0.0,250.0,0.0,0.0
4959,434.1497,742.0,0.0,256.0,331.0,334.0
4960,434.1563,742.0,657.0,256.0,331.0,334.0
4961,434.176,742.0,657.0,609.0,364.0,334.0
4962,434.1793,2226.0,1971.0,1827.0,1092.0,1002.0
4963,434.1826,742.0,657.0,428.0,364.0,317.0
4964,434.1859,742.0,657.0,428.0,364.0,317.0
4965,434.1925,719.0,657.0,360.0,364.0,317.0
4966,434.1958,719.0,657.0,360.0,450.0,364.0
4967,434.2024,981.0,657.0,360.0,450.0,364.0
4968,434.2057,981.0,657.0,360.0,450.0,364.0
4969,434.209,1962.0,1314.0,1616.0,900.0,728.0
4970,434.2156,981.0,747.0,808.0,450.0,468.0
4971,434.2188,1962.0,1494.0,1616.0,900.0,936.0
4972,434.2254,825.0,747.0,808.0,556.0,379.0
4973,434.2287,825.0,747.0,808.0,556.0,379.0
4974,434.2353,825.0,763.0,498.0,556.0,392.0
4975,434.2386,911.0,763.0,498.0,556.0,392.0
4976,434.2452,911.0,763.0,498.0,404.0,392.0
4977,434.2485,911.0,763.0,498.0,404.0,399.0
4978,434.2518,2733.0,2289.0,1494.0,1212.0,1197.0
4979,434.2584,670.0,763.0,400.0,404.0,399.0
4980,434.2649,1340.0,1526.0,912.0,701.0,726.0
4981,434.2682,670.0,763.0,456.0,297.0,363.0
4982,434.2814,1803.0,2289.0,1206.0,891.0,840.0
4983,434.2847,601.0,763.0,402.0,297.0,280.0
4984,435.1743,878.0,433.0,403.0,458.0,383.0
4985,435.1809,1756.0,866.0,883.0,916.0,766.0
4986,435.1875,1756.0,866.0,960.0,916.0,766.0
4987,435.1941,878.0,1128.0,525.0,458.0,347.0
4988,435.2007,1756.0,2256.0,1050.0,1358.0,722.0
4989,435.2073,878.0,1128.0,867.0,679.0,361.0
4990,435.2106,2634.0,3384.0,2601.0,2037.0,1287.0
4991,435.2172,1780.0,2256.0,1734.0,692.0,858.0
4992,435.2238,890.0,1128.0,867.0,346.0,429.0
4993,435.2403,2786.0,1824.0,1710.0,1356.0,1454.0
4994,435.2436,2786.0,1824.0,1710.0,1356.0,1454.0
4995,435.2469,1393.0,912.0,855.0,678.0,727.0
4996,435.2601,542.0,912.0,733.0,244.0,727.0
4997,435.2634,542.0,1173.0,733.0,244.0,911.0
4998,435.2765,1506.0,1173.0,733.0,933.0,911.0
4999,435.2798,6024.0,4692.0,2932.0,3732.0,3644.0
5000,435.2996,1506.0,1173.0,265.0,933.0,245.0
5001,435.3029,1506.0,1173.0,265.0,933.0,245.0
5002,435.3194,1506.0,1173.0,254.0,933.0,245.0
5003,436.1441,679.0,430.0,284.0,270.0,287.0
5004,436.1672,679.0,430.0,284.0,484.0,287.0
5005,436.1705,1358.0,860.0,568.0,968.0,574.0
5006,436.1738,679.0,430.0,284.0,484.0,287.0
5007,436.1837,1358.0,860.0,1100.0,476.0,648.0
5008,436.1903,1358.0,1538.0,1100.0,770.0,776.0
5009,436.1936,679.0,769.0,550.0,385.0,388.0
5010,436.1969,1358.0,1538.0,1100.0,770.0,776.0
5011,436.2035,835.0,616.0,692.0,391.0,397.0
5012,436.2068,835.0,616.0,692.0,391.0,397.0
5013,436.2101,2505.0,1848.0,2076.0,1173.0,1191.0
5014,436.2167,1670.0,1074.0,1384.0,782.0,782.0
5015,436.2266,1699.0,537.0,747.0,774.0,391.0
5016,436.2332,1699.0,1495.0,729.0,774.0,1100.0
5017,436.2365,1699.0,1495.0,729.0,777.0,1100.0
5018,436.2398,6796.0,5980.0,2916.0,3108.0,4400.0
5019,436.2563,809.0,584.0,451.0,338.0,338.0
5020,436.2596,809.0,584.0,451.0,338.0,338.0
5021,436.2629,809.0,584.0,386.0,338.0,338.0
5022,436.2662,1618.0,1168.0,772.0,676.0,676.0
5023,436.2728,809.0,584.0,386.0,338.0,338.0
5024,436.2893,17530.0,34500.0,7120.0,28455.0,14745.0
5025,436.3157,3506.0,6900.0,245.0,5691.0,2949.0
5026,437.1513,705.0,416.0,454.0,463.0,262.0
5027,437.1678,705.0,416.0,454.0,463.0,262.0
5028,437.1744,705.0,416.0,454.0,463.0,400.0
5029,437.181,705.0,417.0,454.0,463.0,400.0
5030,437.1843,705.0,417.0,454.0,360.0,400.0
5031,437.1909,2115.0,1389.0,1770.0,1080.0,1200.0
5032,437.1942,1410.0,926.0,1180.0,720.0,800.0
5033,437.2041,967.0,778.0,590.0,430.0,515.0
5034,437.2074,2901.0,2334.0,2868.0,1290.0,1545.0
5035,437.214,1355.0,778.0,1139.0,430.0,643.0
5036,437.2206,4065.0,3849.0,3417.0,3087.0,1911.0
5037,437.224,2710.0,2566.0,2278.0,2058.0,1274.0
5038,437.2273,1355.0,1283.0,1139.0,1029.0,589.0
5039,437.2372,1626.0,1746.0,1314.0,850.0,832.0
5040,437.2405,813.0,873.0,657.0,425.0,416.0
5041,437.2438,813.0,873.0,657.0,425.0,413.0
5042,437.2471,2550.0,2619.0,1971.0,1633.0,1239.0
5043,437.257,2536.0,2034.0,1426.0,1208.0,1362.0
5044,437.2603,2536.0,2034.0,1426.0,1208.0,1362.0
5045,437.2636,1268.0,1017.0,713.0,577.0,681.0
5046,437.2669,1268.0,1017.0,713.0,577.0,681.0
5047,437.2768,1268.0,1856.0,508.0,577.0,681.0
5048,437.2933,6725.0,9280.0,3050.0,8340.0,5405.0
5049,437.3231,1345.0,1856.0,610.0,464.0,1081.0
5050,438.0934,0.0,0.0,0.0,280.0,0.0
5051,438.1497,0.0,430.0,275.0,251.0,261.0
5052,438.1728,785.0,430.0,374.0,251.0,261.0
5053,438.1794,1570.0,860.0,748.0,502.0,584.0
5054,438.1827,1570.0,860.0,748.0,502.0,584.0
5055,438.1993,1570.0,860.0,1204.0,1502.0,712.0
5056,438.2059,785.0,1050.0,602.0,751.0,356.0
5057,438.2125,785.0,1050.0,825.0,751.0,619.0
5058,438.2158,1896.0,2100.0,1650.0,1502.0,1238.0
5059,438.2191,1896.0,2100.0,1650.0,1502.0,1238.0
5060,438.2258,948.0,1027.0,644.0,751.0,619.0
5061,438.2324,918.0,1027.0,644.0,473.0,336.0
5062,438.2357,918.0,1027.0,644.0,473.0,336.0
5063,438.239,918.0,830.0,767.0,473.0,336.0
5064,438.2456,1868.0,1660.0,1534.0,946.0,672.0
5065,438.2489,934.0,830.0,767.0,473.0,390.0
5066,438.2522,934.0,830.0,767.0,473.0,390.0
5067,438.2555,500.0,830.0,634.0,486.0,390.0
5068,438.2588,500.0,830.0,634.0,486.0,390.0
5069,438.2621,500.0,830.0,634.0,486.0,390.0
5070,438.2655,500.0,830.0,634.0,486.0,390.0
5071,438.2721,551.0,998.0,551.0,486.0,390.0
5072,438.2787,551.0,998.0,551.0,961.0,690.0
5073,438.2853,862.0,998.0,487.0,961.0,690.0
5074,438.2886,3448.0,3992.0,1948.0,3844.0,2760.0
5075,438.3052,862.0,998.0,257.0,961.0,690.0
5076,439.0366,1072.0,840.0,0.0,1090.0,672.0
5077,439.0399,1072.0,840.0,0.0,1090.0,672.0
5078,439.1492,757.0,0.0,237.0,247.0,242.0
5079,439.1558,757.0,1012.0,237.0,247.0,242.0
5080,439.1625,757.0,1012.0,237.0,330.0,242.0
5081,439.1658,757.0,1012.0,311.0,330.0,242.0
5082,439.1724,757.0,1012.0,311.0,330.0,242.0
5083,439.179,757.0,1012.0,382.0,249.0,361.0
5084,439.1823,757.0,1012.0,382.0,249.0,361.0
5085,439.1856,757.0,1012.0,382.0,249.0,361.0
5086,439.189,757.0,1012.0,382.0,249.0,431.0
5087,439.1956,757.0,1012.0,459.0,502.0,431.0
5088,439.1989,757.0,1012.0,459.0,502.0,502.0
5089,439.2055,2460.0,3036.0,1803.0,1506.0,1506.0
5090,439.2088,1640.0,2024.0,1202.0,1004.0,1004.0
5091,439.2221,1640.0,2328.0,1176.0,1166.0,1004.0
5092,439.2353,2820.0,2328.0,1506.0,1392.0,1714.0
5093,439.2419,4230.0,3492.0,2259.0,2088.0,2571.0
5094,439.2552,461.0,541.0,404.0,522.0,357.0
5095,439.2618,922.0,1082.0,808.0,1044.0,714.0
5096,439.2651,461.0,541.0,404.0,522.0,357.0
5097,439.2684,461.0,541.0,382.0,522.0,357.0
5098,439.2718,461.0,540.0,382.0,522.0,281.0
5099,439.2751,1118.0,1080.0,764.0,652.0,562.0
5100,439.285,1314.0,1052.0,696.0,652.0,562.0
5101,439.2916,657.0,405.0,314.0,326.0,268.0
5102,439.2983,1971.0,1215.0,942.0,978.0,804.0
5103,439.3943,55921.0,58593.0,17925.0,34066.0,18119.0
5104,439.3976,223684.0,234372.0,71700.0,136264.0,72476.0
5105,439.4208,55921.0,58593.0,17925.0,424.0,18119.0
5106,440.1433,0.0,481.0,253.0,235.0,269.0
5107,440.1598,0.0,481.0,253.0,299.0,269.0
5108,440.1665,671.0,481.0,253.0,299.0,269.0
5109,440.1731,1342.0,962.0,506.0,662.0,538.0
5110,440.1797,671.0,481.0,683.0,272.0,269.0
5111,440.1831,671.0,505.0,683.0,272.0,269.0
5112,440.1864,1342.0,1010.0,1366.0,544.0,750.0
5113,440.193,671.0,505.0,683.0,272.0,375.0
5114,440.2029,671.0,890.0,601.0,525.0,516.0
5115,440.2063,671.0,890.0,601.0,525.0,516.0
5116,440.2096,671.0,890.0,601.0,525.0,516.0
5117,440.2129,1342.0,1780.0,1301.0,1050.0,1032.0
5118,440.2228,3688.0,3120.0,2800.0,2552.0,2116.0
5119,440.2295,1149.0,780.0,882.0,638.0,529.0
5120,440.2328,1149.0,1269.0,882.0,780.0,529.0
5121,440.2361,1149.0,1269.0,882.0,780.0,443.0
5122,440.2394,3447.0,3807.0,2727.0,2340.0,1329.0
5123,440.2427,1149.0,1269.0,909.0,780.0,443.0
5124,440.2461,1149.0,1269.0,909.0,780.0,418.0
5125,440.256,1149.0,1269.0,493.0,435.0,364.0
5126,440.2626,4032.0,2260.0,986.0,870.0,728.0
5127,440.2792,8064.0,4520.0,3080.0,3928.0,3476.0
5128,440.2825,2016.0,1130.0,770.0,982.0,869.0
5129,440.2958,496.0,1130.0,347.0,982.0,869.0
5130,440.2991,496.0,1130.0,347.0,982.0,869.0
5131,440.3986,47010.0,46926.0,13863.0,28572.0,14901.0
5132,440.4019,31340.0,31284.0,9242.0,19048.0,9934.0
5133,440.4251,15670.0,15642.0,267.0,9524.0,4967.0
5134,441.0853,6705.0,4580.0,2195.0,5405.0,3015.0
5135,441.155,1254.0,844.0,924.0,502.0,468.0
5136,441.1683,627.0,422.0,462.0,270.0,234.0
5137,441.1716,627.0,422.0,462.0,270.0,234.0
5138,441.1816,627.0,467.0,462.0,270.0,471.0
5139,441.1849,627.0,467.0,462.0,270.0,471.0
5140,441.1882,1254.0,1200.0,924.0,990.0,942.0
5141,441.1916,627.0,600.0,346.0,495.0,471.0
5142,441.1949,627.0,600.0,346.0,495.0,471.0
5143,441.1982,627.0,600.0,346.0,495.0,471.0
5144,441.2082,3695.0,3465.0,3930.0,3100.0,3090.0
5145,441.2214,1474.0,1047.0,946.0,735.0,805.0
5146,441.2248,1474.0,1047.0,946.0,735.0,805.0
5147,441.2281,4422.0,3507.0,2838.0,2205.0,2415.0
5148,441.2314,1474.0,1169.0,946.0,735.0,805.0
5149,441.248,774.0,574.0,592.0,322.0,347.0
5150,441.2513,774.0,574.0,592.0,322.0,347.0
5151,441.2546,774.0,510.0,592.0,322.0,347.0
5152,441.2579,1548.0,1020.0,1184.0,644.0,694.0
5153,441.2613,774.0,510.0,592.0,289.0,347.0
5154,441.2679,1548.0,1020.0,1140.0,578.0,694.0
5155,441.2812,1466.0,1082.0,1126.0,610.0,694.0
5156,441.2845,733.0,541.0,556.0,305.0,347.0
5157,441.2911,733.0,477.0,556.0,305.0,347.0
5158,441.2945,472.0,477.0,556.0,305.0,347.0
5159,441.2978,472.0,418.0,556.0,258.0,297.0
5160,441.3011,472.0,418.0,556.0,258.0,297.0
5161,441.3144,472.0,418.0,310.0,258.0,297.0
5162,441.3243,472.0,418.0,310.0,258.0,297.0
5163,441.331,472.0,418.0,353.0,258.0,297.0
5164,441.3376,472.0,418.0,353.0,258.0,297.0
5165,441.4007,3802.0,3686.0,1062.0,3192.0,2094.0
5166,441.404,3802.0,3686.0,1062.0,3192.0,2094.0
5167,441.4073,1901.0,1843.0,531.0,1596.0,1047.0
5168,442.0683,0.0,0.0,250.0,246.0,0.0
5169,442.0716,0.0,0.0,250.0,246.0,0.0
5170,442.0849,0.0,0.0,250.0,359.0,0.0
5171,442.178,920.0,976.0,718.0,500.0,572.0
5172,442.1813,460.0,488.0,359.0,250.0,286.0
5173,442.1846,920.0,976.0,778.0,500.0,572.0
5174,442.1912,1218.0,848.0,778.0,518.0,572.0
5175,442.1946,1218.0,848.0,838.0,518.0,572.0
5176,442.1979,609.0,424.0,449.0,259.0,524.0
5177,442.2045,742.0,757.0,449.0,636.0,524.0
5178,442.2079,742.0,757.0,449.0,636.0,524.0
5179,442.2112,742.0,757.0,754.0,636.0,524.0
5180,442.2145,742.0,623.0,754.0,636.0,292.0
5181,442.2178,742.0,623.0,754.0,636.0,292.0
5182,442.2212,1484.0,1246.0,1508.0,1133.0,584.0
5183,442.2278,733.0,714.0,754.0,497.0,360.0
5184,442.2311,1466.0,1428.0,1300.0,994.0,720.0
5185,442.2344,733.0,714.0,650.0,497.0,360.0
5186,442.2411,827.0,714.0,650.0,497.0,360.0
5187,442.2444,827.0,714.0,650.0,570.0,751.0
5188,442.2577,4048.0,4312.0,2520.0,2280.0,3004.0
5189,442.261,1012.0,1078.0,630.0,570.0,751.0
5190,442.2843,2430.0,1726.0,1694.0,1218.0,1348.0
5191,442.2876,3645.0,2589.0,2541.0,1827.0,2022.0
5192,442.3009,1215.0,863.0,295.0,609.0,674.0
5193,442.3408,0.0,0.0,295.0,236.0,0.0
5194,443.059,0.0,0.0,284.0,0.0,0.0
5195,443.1555,640.0,635.0,299.0,285.0,278.0
5196,443.1621,640.0,635.0,299.0,285.0,278.0
5197,443.1788,640.0,635.0,313.0,286.0,278.0
5198,443.1821,640.0,635.0,313.0,286.0,278.0
5199,443.1887,640.0,635.0,361.0,286.0,278.0
5200,443.1921,1280.0,1270.0,722.0,572.0,762.0
5201,443.1954,640.0,635.0,394.0,286.0,381.0
5202,443.1987,640.0,635.0,394.0,286.0,381.0
5203,443.202,640.0,635.0,394.0,286.0,381.0
5204,443.2087,698.0,594.0,427.0,522.0,379.0
5205,443.212,1396.0,1188.0,940.0,1044.0,758.0
5206,443.2153,698.0,594.0,470.0,522.0,379.0
5207,443.2154,698.0,594.0,470.0,522.0,379.0
5208,443.222,1430.0,1188.0,876.0,1044.0,724.0
5209,443.2253,715.0,594.0,406.0,539.0,362.0
5210,443.2287,1430.0,2086.0,812.0,1078.0,854.0
5211,443.2353,2424.0,3129.0,1956.0,1617.0,1392.0
5212,443.2386,808.0,1133.0,775.0,539.0,464.0
5213,443.242,1616.0,2266.0,1550.0,1078.0,928.0
5214,443.2486,845.0,1133.0,775.0,524.0,464.0
5215,443.2519,845.0,1133.0,775.0,524.0,464.0
5216,443.2619,613.0,806.0,694.0,585.0,420.0
5217,443.2686,613.0,806.0,694.0,585.0,420.0
5218,443.2752,1920.0,2418.0,2082.0,1755.0,1260.0
5219,443.2819,640.0,806.0,694.0,570.0,420.0
5220,443.2852,630.0,806.0,694.0,570.0,420.0
5221,443.2919,630.0,806.0,324.0,570.0,420.0
5222,443.3052,1260.0,1612.0,648.0,590.0,840.0
5223,443.3917,5200.0,5500.0,2295.0,2805.0,3050.0
5224,444.0974,0.0,1272.0,584.0,574.0,1082.0
5225,444.1008,0.0,636.0,292.0,287.0,541.0
5226,444.1041,0.0,636.0,292.0,287.0,541.0
5227,444.174,1359.0,1437.0,1362.0,819.0,684.0
5228,444.1774,453.0,479.0,454.0,273.0,228.0
5229,444.184,453.0,475.0,454.0,299.0,228.0
5230,444.1907,663.0,475.0,454.0,299.0,272.0
